index_batch,radar_mask_len,radar_OI,box_present,cls_labels_len
1662,3153,4,1,687
1662,2411,9,1,687
1662,2723,10,1,687
1663,2970,1,1,948
1663,3222,2,1,948
1663,2442,8,1,948
1663,2508,9,1,948
1663,2898,10,1,948
1666,6977,6,1,35
1667,3119,2,1,337
1667,6694,6,1,103
1668,2748,1,2,822
1668,3162,3,2,634
1668,9338,5,2,655
1670,2278,2,1,31
1670,3850,4,1,31
1671,2519,2,1,389
1671,4523,4,1,400
1673,5885,3,1,418
1673,1844,6,1,353
1673,10681,8,1,319
1674,2631,3,1,268
1674,5571,6,1,268
1674,8384,8,1,194
1674,1531,11,1,258
1674,1800,13,1,268
1674,9882,15,1,203
1675,6260,4,1,593
1675,2133,5,1,586
1675,10524,7,1,301
1676,6280,2,1,361
1676,1987,7,1,361
1676,11850,10,1,232
1677,7463,2,1,867
1677,9480,5,1,285
1677,2334,8,1,867
1678,7569,4,1,345
1678,2391,5,1,345
1679,7693,3,1,849
1679,2628,4,1,849
1680,2203,2,2,685
1681,3325,2,2,848
1681,10495,6,2,823
1681,13790,12,1,145
1682,3613,1,2,691
1682,8169,2,1,144
1682,10426,5,2,493
1682,16021,13,1,2
1683,4194,3,2,713
1683,7632,4,1,1094
1683,4473,5,2,22
1683,10221,9,2,403
1683,15099,15,1,154
1684,4460,3,2,577
1684,5237,5,2,19
1684,9989,7,2,371
1684,14105,13,1,18
1686,5716,3,2,806
1686,10701,11,2,403
1686,7014,21,1,295
1687,6424,2,2,880
1687,7503,4,2,657
1687,6301,11,1,1397
1687,10637,12,2,329
1687,7446,22,1,1397
1688,7584,2,2,234
1688,14690,5,2,1208
1688,6980,6,2,901
1688,11380,10,2,303
1688,7363,18,1,240
1689,8114,2,2,433
1689,15071,5,2,1469
1689,5554,7,1,1269
1689,8016,8,2,1071
1689,13320,10,2,433
1689,5812,21,1,1269
1690,15407,3,2,1136
1690,4655,11,1,408
1690,14710,12,2,284
1690,3651,20,1,408
1691,16822,3,2,1794
1691,5650,11,1,1590
1691,11304,12,2,485
1691,4197,23,1,1590
1692,8809,1,2,392
1692,16056,4,2,1333
1692,4694,14,1,274
1692,2871,24,1,274
1693,14303,3,2,1758
1693,10303,8,2,1750
1693,4699,23,1,1785
1693,4979,24,1,1785
1694,16470,3,1,1602
1694,9414,8,1,711
1694,18402,9,1,1602
1694,11675,10,1,1481
1694,9517,11,1,331
1694,11243,14,1,594
1696,13319,3,1,1423
1696,8384,10,1,500
1696,7441,11,1,1423
1696,4475,21,1,1374
1696,3885,23,1,1290
1696,1385,26,1,263
1697,11267,4,1,12
1697,12442,5,1,674
1697,9822,12,1,400
1697,7087,13,1,674
1697,8502,18,1,227
1697,6305,19,1,674
1697,9470,20,1,379
1697,6669,21,1,674
1697,3428,29,1,674
1697,1145,32,1,228
1698,12767,11,1,1697
1698,9683,16,1,1122
1698,6317,17,1,1697
1698,10272,18,1,1180
1698,7157,19,1,1697
1698,3676,23,1,1574
1698,2220,26,1,1056
1699,11298,10,1,33
1699,11938,11,1,675
1699,10746,18,1,572
1699,6274,19,1,675
1699,2736,25,1,675
1700,12725,2,1,2643
1700,7024,3,1,919
1700,10638,22,1,1258
1701,6919,1,1,1258
1701,10315,2,1,2705
1701,9983,10,1,2741
1701,12160,25,1,134
1702,7162,2,1,1143
1702,9998,3,1,2042
1702,9494,9,1,2042
1702,9918,26,1,115
1703,9817,12,1,2706
1703,8184,13,1,1705
1703,9287,14,1,2707
1703,4216,29,1,154
1703,7721,31,1,287
1704,8408,10,1,1127
1704,8753,11,1,1669
1704,6389,28,1,380
1705,10009,3,1,156
1705,10490,13,1,3155
1705,8237,14,1,1574
1705,10011,15,1,3271
1705,6012,36,1,1025
1706,989,20,1,173
1706,2498,21,1,760
1706,1556,31,1,57
1706,1557,34,1,34
1707,7244,20,1,2063
1707,6859,21,1,1239
1707,5805,22,1,2092
1707,471,35,1,5
1707,3058,36,1,231
1708,6108,2,1,552
1708,7662,10,1,285
1708,7249,19,1,22
1708,6146,21,1,535
1708,5042,23,1,82
1708,8233,27,1,437
1709,5992,3,1,242
1709,7143,22,1,4
1709,6062,24,1,217
1709,5298,26,1,84
1709,8395,32,1,198
1710,5836,3,1,439
1710,4155,5,1,3
1710,4762,14,1,12
1710,7511,26,1,7
1710,5783,28,1,168
1710,5727,34,1,390
1711,6700,2,1,93
1711,6044,35,1,45
1711,7483,41,1,107
1712,5961,3,1,133
1712,5682,14,1,41
1712,5906,16,1,7
1712,9128,26,1,10
1712,7882,28,1,405
1712,6519,30,1,227
1712,6538,38,1,364
1713,7234,3,1,152
1713,8266,4,1,150
1713,7271,14,1,67
1713,7708,16,1,30
1713,7166,30,1,80
1713,8925,34,1,33
1713,8069,36,1,276
1716,7879,4,1,92
1716,6593,15,1,70
1716,11287,16,1,30
1716,7256,17,1,397
1716,10997,18,1,15
1716,6948,19,1,65
1716,9102,21,1,547
1716,6820,34,1,36
1716,10625,39,1,348
1716,7340,41,1,364
1716,11450,42,1,41
1716,13432,43,1,605
1717,7370,2,1,2
1717,7372,19,1,94
1717,6228,27,1,5
1717,10307,28,1,9
1717,10031,33,1,147
1717,10806,36,1,237
1718,7638,13,1,21
1718,7654,14,1,160
1718,9115,18,1,257
1718,7734,29,1,29
1718,7560,30,1,93
1718,7833,31,1,54
1718,7465,32,1,25
1718,8432,34,1,84
1718,9788,37,1,176
1718,8379,40,1,69
1718,11590,43,1,488
1719,8039,4,1,11
1719,7889,12,1,379
1719,7932,19,1,184
1719,5152,20,1,55
1719,6896,21,1,29
1719,6408,22,1,182
1719,9531,28,1,483
1720,7427,15,1,584
1720,8377,26,1,15
1720,5520,27,1,518
1720,9229,28,1,383
1720,5384,29,1,438
1720,9089,30,1,460
1720,5070,31,1,214
1720,5759,33,1,6
1721,6492,17,1,61
1721,9787,21,1,37
1721,10318,28,1,55
1721,3693,29,1,61
1721,3644,31,1,17
1721,9293,47,1,61
1722,5876,16,1,418
1722,9807,25,1,133
1722,2441,26,1,455
1722,10063,27,1,173
1722,2336,28,1,377
1722,10819,29,1,258
1722,2403,30,1,201
1722,9763,38,1,551
1724,9498,11,1,314
1724,9416,24,1,192
1724,3749,25,1,314
1724,9238,26,1,2
1724,3793,27,1,314
1724,9422,31,1,314
1724,12375,32,1,2
1724,10452,38,1,58
1724,3352,39,1,312
1724,10296,40,1,314
1728,8965,23,1,339
1728,1748,35,1,263
1728,6092,42,1,361
1728,6210,43,1,361
1729,5426,20,1,276
1729,4393,22,1,198
1729,3767,24,1,52
1730,6863,11,1,27
1730,4816,20,1,241
1730,6732,22,1,369
1730,6566,24,1,369
1731,8118,7,1,28
1731,6087,18,1,667
1731,8613,20,1,919
1731,8126,23,1,919
1732,7093,13,1,534
1732,6621,15,1,421
1732,8353,19,1,535
1733,8362,20,1,501
1733,7305,22,1,357
1733,2667,29,1,139
1733,8613,30,1,568
1733,7967,32,1,568
1734,4199,9,1,13
1734,6865,26,1,433
1734,7937,29,1,433
1734,8041,30,1,433
1734,8441,32,1,290
1736,6756,22,1,611
1736,5354,24,1,1008
1737,6290,33,1,1097
1737,6037,35,1,722
1737,4235,37,1,1097
1738,6263,26,1,832
1738,291,29,1,291
1738,4573,31,1,961
1738,21,33,1,21
1739,6940,24,1,793
1740,6251,27,1,676
1740,3382,29,1,818
1740,1017,30,1,233
1741,6467,30,1,873
1742,7337,22,1,537
1743,6786,19,1,1055
1743,328,21,1,278
1743,2529,22,1,762
1745,7299,22,1,1299
1745,8167,23,1,1299
1748,5822,2,1,598
1748,4585,8,2,23
1753,6910,4,1,569
1754,5290,5,2,11
1755,4987,7,2,16
1758,5653,5,2,339
1759,6561,6,2,289
1759,5846,12,1,8
1760,5863,7,2,380
1760,5126,14,1,15
1761,6299,6,2,606
1768,3954,3,1,1658
1768,3518,4,1,1658
1768,4105,5,1,1658
1768,3830,6,1,1658
1768,4118,7,1,1658
1768,3766,8,1,1658
1768,3574,9,1,1658
1769,2924,1,1,1559
1769,3142,2,1,1559
1770,1843,5,1,969
1771,1843,5,1,969
1772,1957,5,1,1173
1774,1298,5,1,1054
1774,4547,6,1,2054
1775,8139,4,1,132
1775,1235,7,1,1018
1776,7965,2,1,204
1776,1196,5,1,1017
1777,8835,4,1,292
1777,407,7,1,334
1778,8849,3,1,335
1778,969,6,1,810
1778,5431,7,1,2035
1779,9111,3,1,421
1779,316,6,1,289
1780,8129,3,1,763
1780,321,8,1,306
1780,4739,9,1,1978
1781,8246,4,1,723
1781,4673,7,1,1869
1781,8231,8,1,798
1781,885,9,1,821
1782,4384,4,1,1801
1782,5943,5,1,1801
1782,8190,6,1,735
1783,2144,1,1,1680
1783,4191,6,1,1882
1783,7574,7,1,874
1784,3243,6,1,1758
1784,7418,7,1,785
1784,310,8,1,310
1787,2462,4,1,1826
1787,7301,5,1,1233
1787,87,7,1,82
1788,2797,2,1,1609
1788,6995,3,1,1110
1789,2394,2,1,1723
1790,2354,3,1,1715
1790,6197,4,1,1279
1791,2300,2,1,1758
1791,3355,3,1,1758
1791,5420,4,1,1758
1791,6260,5,1,1345
1792,2275,3,1,1613
1792,5937,4,1,1203
1793,1844,2,1,1646
1793,5770,3,1,1238
1794,1700,2,1,1470
1794,5561,3,1,1253
1795,5495,4,1,1198
1795,1854,7,1,1492
1796,5493,4,1,1131
1796,1320,7,1,1300
1797,2272,1,1,1505
1797,5317,3,1,1264
1797,1798,5,1,1505
1798,5360,3,1,1334
1798,1775,6,1,1523
1799,5131,3,1,1519
1799,3245,6,1,1558
1800,5086,3,1,1414
1800,1278,6,1,1267
1801,1238,5,1,1233
1802,1168,5,1,1161
1803,1135,5,1,1125
1803,3329,6,1,1395
1804,1121,4,1,1121
1805,3401,4,1,1651
1807,1148,3,1,1135
1809,4261,6,1,1509
1810,4337,5,1,1458
1811,6303,5,1,1209
1812,684,4,1,684
1812,4310,5,1,1484
1812,6721,6,1,154
1813,4240,4,1,1738
1813,6573,5,1,29
1816,3591,1,1,1818
1816,5677,5,1,309
1817,5624,3,1,446
1818,5732,6,1,477
1819,5741,5,1,585
1821,3973,2,1,2146
1821,6048,5,1,886
1822,4168,4,1,2034
1822,6202,5,1,1108
1824,7721,3,1,2293
1824,7450,4,1,1806
1825,4287,2,1,2025
1825,7715,6,1,1986
1827,8138,3,1,1903
1828,638,3,1,235
1828,3435,4,1,1834
1828,8074,5,1,1741
1831,8066,3,1,1775
1833,3661,4,1,1221
1834,7833,4,1,11
1836,9026,4,1,2244
1836,7685,5,1,4
1837,9294,4,1,2359
1837,8808,5,1,1910
1837,7727,6,1,4
1839,9388,2,1,2326
1839,7690,3,1,26
1841,9501,4,1,2241
1842,9513,2,1,2322
1842,7531,3,1,73
1842,7347,5,1,2283
1843,9562,3,1,2055
1844,9160,4,1,1982
1845,8797,4,1,1489
1845,7889,5,1,1592
1846,8755,4,1,136
1847,8338,4,1,294
1847,8280,5,1,2048
1848,7980,4,1,4
1848,7978,5,1,1932
1849,7980,5,1,1677
1851,9807,5,1,701
1851,8473,6,1,1904
1860,11467,3,1,1591
1860,3215,8,1,1619
1862,12513,4,1,1614
1865,4044,4,1,1326
1866,12153,4,1,967
1866,3997,7,1,1414
1869,13079,4,1,1254
1870,11756,4,1,747
1871,13196,4,1,1355
1871,4053,7,1,1500
1872,13372,4,1,1462
1872,4471,6,1,1583
1873,4142,5,1,1640
1874,17222,2,1,337
1874,3828,4,1,1616
1875,17475,2,1,333
1876,12604,1,1,1283
1876,17169,2,1,426
1876,3933,5,1,1438
1877,2010,4,1,99
1878,2048,4,1,115
1885,4241,3,1,198
1885,3545,4,1,77
1887,4396,2,1,42
1888,4144,5,1,36
1889,5037,5,1,5
1889,4425,6,1,19
1890,6691,3,1,852
1890,5330,4,1,849
1890,5947,6,1,1199
1890,5141,8,1,580
1890,5071,9,1,17
1890,5083,10,1,533
1891,7397,1,1,901
1891,5959,2,1,831
1891,5157,3,1,6
1891,5578,4,1,617
1892,5459,3,1,9
1892,5965,4,1,1124
1893,3528,3,1,299
1894,3639,2,1,538
1896,5203,5,1,932
1900,6526,2,1,978
1901,7738,3,1,139
1902,7894,3,1,1015
1902,7534,4,1,1015
1903,8542,5,1,257
1903,7459,6,1,257
1904,2925,2,1,41
1904,9000,3,1,1147
1904,3042,4,1,49
1904,9504,5,1,1061
1904,6996,8,1,661
1905,9207,3,1,173
1906,9222,3,1,1251
1906,7480,6,1,1251
1907,2801,2,1,13
1907,9543,3,1,226
1908,3523,2,1,195
1908,9756,3,1,1132
1908,8000,9,1,1132
1910,7288,3,1,984
1910,6764,10,1,984
1911,6493,3,1,366
1911,6222,8,1,366
1912,3747,2,1,178
1912,4294,3,1,1253
1912,1198,9,1,167
1913,318,0,1,44
1913,344,1,1,44
1913,539,2,1,44
1913,887,3,1,44
1913,1011,4,1,44
1914,297,0,1,66
1914,296,1,1,66
1914,552,2,1,66
1914,891,3,1,66
1914,1013,4,1,66
1914,355,7,1,66
1914,2784,8,1,23
1915,509,0,1,113
1915,508,1,1,115
1915,760,2,1,120
1915,1218,3,1,120
1915,1267,4,1,120
1916,571,0,1,210
1916,573,1,1,210
1916,805,2,1,210
1916,1330,3,1,210
1916,1199,4,1,210
1917,645,0,1,291
1917,683,1,1,293
1917,897,2,1,301
1917,1697,3,1,301
1917,1507,4,1,301
1918,687,0,1,316
1918,685,1,1,316
1918,893,2,1,316
1918,1385,3,1,316
1918,1495,4,1,316
1919,840,0,1,492
1919,841,1,1,494
1919,1029,2,1,500
1919,1774,3,1,500
1920,931,0,1,539
1920,944,1,1,548
1920,1205,2,1,569
1920,1800,3,1,571
1920,2114,4,1,571
1922,2360,3,2,674
1922,2847,4,2,674
1922,3266,5,2,674
1922,1887,8,1,162
1922,2054,9,1,162
1923,2719,3,1,722
1923,3765,4,1,722
1923,2226,8,2,175
1923,1873,9,2,175
1924,2888,3,1,918
1924,2934,4,1,918
1924,3936,5,1,918
1924,2181,9,2,240
1925,2849,3,1,933
1925,4109,4,1,933
1925,2962,7,2,345
1925,3313,8,2,345
1926,2686,3,1,814
1926,3936,4,1,814
1926,2522,7,2,601
1927,2831,3,1,852
1927,4287,4,1,852
1927,2858,8,2,489
1928,2975,3,1,857
1928,2941,8,2,838
1929,2816,3,1,648
1929,3024,8,2,789
1930,2873,3,1,674
1931,3088,3,1,738
1932,2999,4,1,692
1934,4152,8,2,1084
1934,5456,9,1,666
1937,336,0,1,2
1939,443,2,1,39
1940,348,2,1,20
1978,8213,8,1,900
1980,8598,9,1,1171
1982,10117,4,2,1519
1982,10145,5,2,1519
1983,9960,5,2,1459
1984,10055,5,2,1462
1984,10047,6,2,1462
1985,7675,1,1,996
1985,7560,2,1,996
1985,10167,3,2,1304
1985,10081,4,2,1304
1985,9861,5,2,1304
1985,7501,6,1,996
1986,7725,3,1,986
1986,10040,4,2,1383
1986,9868,5,2,1383
1986,9990,6,2,1383
1987,7716,3,1,1100
1987,10513,4,2,1376
1987,7563,5,1,1100
1987,10513,6,2,1376
1988,7416,3,1,1042
1988,10305,4,2,1282
1988,10411,5,2,1282
1989,10033,3,2,1277
1989,7820,4,1,1042
1989,7604,5,1,1042
1989,10020,6,2,1277
1990,7326,4,1,1087
1990,10161,5,2,1372
1990,10149,6,2,1372
1990,7846,7,1,1087
1991,9949,5,2,1431
1991,7130,6,1,1045
1991,7622,8,1,1045
1991,10028,9,2,1431
1991,7813,10,1,1045
1991,9960,11,2,1431
1992,10017,5,2,1311
1992,7514,6,1,1054
1992,7653,7,1,1054
1992,9871,8,2,1311
1992,7541,9,1,1054
1993,7209,5,1,955
1993,7774,6,1,955
1993,9570,7,2,1283
1993,9440,8,2,1283
1994,7564,5,1,1027
1994,9858,6,2,1298
1994,7124,7,1,1027
1994,7562,8,1,1027
1994,9772,9,2,1298
1995,7238,5,1,1052
1995,7927,6,1,1052
1995,9965,7,2,1376
1995,9896,8,2,1376
1996,7530,5,1,964
1996,9969,6,2,1415
1996,9806,7,2,1415
1996,7604,8,1,964
1997,7269,3,1,969
1997,7576,4,1,969
1997,10106,5,2,1421
1997,8165,6,1,969
1998,9493,5,2,1365
1998,7603,6,1,972
1998,9897,7,2,1365
1998,7933,8,1,972
1999,7036,5,1,886
1999,7425,6,1,886
1999,7739,7,1,886
1999,10026,8,2,1408
1999,9594,9,2,1408
2000,7695,5,1,944
2000,9804,6,2,1406
2000,9506,7,2,1406
2001,9630,3,2,1493
2001,7485,6,1,927
2001,7575,7,1,927
2001,9757,8,2,1493
2001,9539,9,2,1493
2001,7135,10,1,927
2002,9768,5,2,1432
2002,9241,6,2,1432
2002,7636,7,1,967
2003,7409,5,1,797
2003,7412,6,1,797
2003,9707,7,2,1428
2003,9332,8,2,1428
2003,7399,9,1,797
2005,7441,5,1,973
2005,9244,6,2,1439
2005,9031,7,2,1439
2005,7435,8,1,973
2007,7057,3,1,976
2007,7426,6,1,976
2007,7426,7,1,976
2007,8999,8,2,1442
2007,8752,9,2,1442
2007,6976,10,1,976
2008,7657,5,1,1033
2008,7669,6,1,1033
2008,8962,7,2,1449
2009,8756,5,2,1452
2009,7663,6,1,1083
2009,8997,7,2,1452
2010,7340,5,1,1147
2010,7347,6,1,1147
2010,8663,7,2,1262
2011,7362,5,1,1123
2011,8692,6,2,1224
2011,8585,7,2,1224
2011,7831,8,1,1123
2012,7814,5,1,1131
2012,8587,6,2,1208
2012,8424,7,2,1208
2012,8244,8,2,1208
2013,8086,5,1,1112
2013,7761,6,1,1112
2013,8479,7,2,1214
2013,8289,8,2,1214
2013,7831,9,1,1112
2014,8011,5,1,1107
2014,8584,6,2,1234
2014,8491,7,2,1234
2015,8256,3,1,1082
2015,8239,6,1,1082
2015,7901,7,1,1082
2015,8488,8,2,1401
2015,8409,9,2,1401
2016,7677,5,1,1057
2016,8028,6,1,1057
2016,7684,7,1,1057
2016,8238,8,2,1357
2016,8136,9,2,1357
2017,7866,5,1,1116
2017,7833,6,2,1510
2017,7863,7,1,1116
2017,8251,8,2,1510
2017,7469,9,1,1116
2017,7817,10,1,1116
2018,7905,5,1,1202
2018,7936,6,1,1202
2018,7839,7,1,1202
2018,8202,8,2,1455
2018,7983,9,2,1455
2019,7942,3,2,1475
2019,7501,5,1,1129
2019,7830,6,1,1129
2019,8122,7,2,1475
2019,8018,8,2,1475
2020,7754,3,2,1411
2020,7619,5,1,988
2020,7586,6,1,988
2020,7493,7,1,988
2020,7980,8,2,1411
2020,7979,9,2,1411
2021,7811,3,2,1339
2021,7953,5,1,1037
2021,7669,6,1,1037
2021,7934,7,2,1339
2021,7818,8,2,1339
2022,8035,3,1,1010
2022,7761,4,1,1010
2022,7833,5,2,1380
2023,7764,3,1,981
2023,7884,4,1,981
2023,7938,5,2,1376
2023,7966,6,1,981
2023,7770,7,2,1376
2023,7676,8,1,981
2024,7714,3,1,1043
2024,7778,4,2,1315
2024,8146,5,1,1043
2024,7748,6,2,1315
2024,7491,7,2,1315
2025,7938,3,1,1035
2025,7587,4,2,1353
2026,7827,3,1,1001
2026,7727,4,1,1001
2026,7637,5,2,1341
2026,7318,6,2,1341
2027,7484,3,1,969
2027,7826,4,1,969
2027,7763,5,1,969
2027,7654,6,2,1311
2027,7211,7,2,1311
2027,7448,8,2,1311
2028,7802,3,1,925
2028,7467,4,2,1275
2029,8047,4,1,1019
2029,7345,5,2,1269
2029,7185,6,2,1269
2030,8027,3,1,923
2030,7975,4,1,923
2030,7207,5,2,1332
2030,7268,6,2,1332
2030,7557,7,2,1332
2031,8105,4,1,953
2031,8017,5,1,953
2031,7097,6,2,1343
2031,7040,7,2,1343
2032,7968,5,1,1098
2032,7883,6,1,1098
2032,6800,7,2,1214
2033,7862,3,1,980
2033,6767,4,2,1149
2033,7733,7,1,980
2033,6991,8,2,1149
2033,7907,9,1,980
2033,6806,10,2,1149
2033,6748,11,2,1149
2034,8097,5,1,1104
2034,7780,6,1,1104
2034,6482,7,2,1032
2034,6375,8,2,1032
2035,7795,3,1,1015
2035,6615,4,2,1072
2035,6569,7,2,1072
2035,8031,8,1,1015
2035,6827,9,2,1072
2035,6537,10,2,1072
2035,6292,11,2,1072
2036,7857,3,1,1086
2036,8031,6,1,1086
2036,6590,7,2,1070
2036,6497,8,2,1070
2037,8117,5,1,1139
2037,6429,6,2,1046
2037,6368,7,2,1046
2037,6110,8,2,1046
2038,7898,5,1,1099
2038,7747,6,1,1099
2038,6707,7,2,1083
2038,7860,8,1,1099
2039,7826,5,1,992
2039,7804,6,1,992
2039,6205,7,2,1242
2039,6096,8,2,1265
2040,7997,3,1,1061
2040,7911,4,1,1061
2040,6085,5,2,1291
2040,6204,6,2,1255
2041,7880,5,1,1170
2041,8050,6,1,1170
2041,7990,7,1,1170
2041,5971,8,2,1462
2041,7619,9,1,1170
2041,6382,10,2,1344
2041,6322,11,2,1427
2041,5816,12,2,1453
2043,6092,3,2,1374
2043,7632,6,1,939
2043,7798,7,1,939
2043,6437,8,2,1280
2043,6317,9,2,1316
2044,7365,3,1,978
2044,7556,6,1,978
2044,5868,7,2,1348
2044,5918,8,2,1330
2045,7678,3,1,970
2045,7584,6,1,970
2045,7826,7,1,970
2045,5864,8,2,1237
2046,7799,5,1,1105
2046,7457,6,1,1105
2046,5681,7,2,787
2047,7435,3,1,1070
2047,7482,6,1,1070
2047,5659,7,2,1000
2047,5537,8,2,1000
2048,7502,3,1,957
2048,7502,4,1,957
2048,5384,5,2,1001
2048,5333,6,2,1043
2049,7411,5,1,889
2051,7121,5,1,964
2051,7376,6,1,964
2051,5098,7,2,1379
2051,5446,8,2,1368
2052,7235,5,1,907
2052,7204,6,1,907
2052,6792,7,1,907
2052,5275,8,2,1405
2053,6657,5,1,839
2053,5151,6,2,1181
2054,4963,3,2,1216
2054,7027,6,1,888
2054,5045,7,2,1157
2054,4853,8,2,1138
2055,6850,3,1,822
2055,6649,6,1,822
2055,5050,7,2,1184
2056,6591,3,1,824
2056,6719,6,1,824
2056,4928,7,2,1192
2056,6925,8,1,824
2057,6801,5,1,759
2057,6783,6,1,759
2057,4931,7,2,1247
2058,6760,3,1,793
2058,4846,4,2,995
2058,6849,7,1,793
2058,6847,8,1,793
2058,4797,9,2,1016
2059,4817,3,2,1027
2059,6820,6,1,754
2059,6790,7,1,754
2059,4834,8,2,1069
2059,4618,9,2,1114
2060,7029,3,1,770
2060,6787,6,1,770
2060,4451,7,2,1014
2061,6573,1,1,677
2061,6637,4,1,677
2061,4404,5,2,874
2062,6872,3,1,728
2062,6559,6,1,728
2062,4373,7,2,800
2062,4271,8,2,841
2063,7044,3,1,939
2063,4513,6,2,997
2064,6725,3,1,949
2064,6796,4,1,949
2064,4572,7,2,897
2064,4362,8,2,923
2065,6795,3,1,984
2065,6876,4,1,984
2065,4291,7,2,838
2066,6611,3,1,910
2066,4061,4,2,897
2066,6812,7,1,910
2067,6489,3,1,671
2067,6595,4,1,671
2067,6532,7,1,671
2067,4205,8,2,937
2068,4176,5,2,828
2068,4219,6,2,775
2069,6380,5,1,842
2069,4156,6,2,937
2070,6708,3,1,841
2070,6651,6,1,841
2070,4139,7,2,707
2071,6811,3,1,910
2071,6663,4,1,910
2071,4115,7,2,676
2071,3840,8,2,752
2072,6656,3,1,933
2072,6457,4,1,933
2072,4179,7,2,798
2072,3996,8,2,877
2073,6722,1,1,953
2073,6621,2,1,953
2073,6320,5,1,953
2073,4179,6,2,966
2073,4101,7,2,1007
2073,4121,8,2,998
2074,6487,3,1,992
2074,4252,6,2,858
2075,6552,3,1,865
2075,4020,6,2,687
2076,6374,3,1,817
2076,3874,6,2,556
2076,3960,7,2,520
2077,6730,1,1,888
2077,6489,2,1,888
2077,6714,5,1,888
2077,3774,6,2,599
2077,3889,7,2,534
2078,6368,1,1,769
2078,3769,4,2,607
2078,3629,5,2,722
2079,6578,5,1,747
2079,6500,6,1,747
2079,3686,7,2,441
2079,3451,8,2,564
2080,6734,3,1,734
2080,6617,6,1,734
2081,6757,3,1,777
2081,6628,4,1,777
2081,6676,7,1,777
2081,3537,8,2,485
2082,6963,3,1,895
2082,6937,4,1,895
2082,6822,5,1,895
2082,3313,6,2,386
2082,3361,9,2,395
2083,7066,3,1,906
2083,7014,4,1,906
2083,6876,5,1,906
2084,6896,3,1,971
2084,3266,4,2,466
2084,6754,7,1,971
2085,6735,1,1,1002
2085,3384,2,2,487
2086,6793,5,1,934
2086,6573,6,1,934
2087,6702,3,1,929
2087,6592,4,1,929
2088,6559,3,1,924
2088,6731,6,1,924
2088,6315,7,1,924
2088,3515,8,2,587
2089,6942,3,1,927
2089,6423,4,1,927
2089,3278,5,2,522
2089,6664,8,1,927
2089,3380,9,2,495
2090,6833,3,1,836
2090,6440,4,1,836
2090,3063,5,2,497
2091,6832,3,1,840
2091,3059,7,2,536
2092,6850,5,1,753
2092,3127,6,2,621
2093,6738,5,1,750
2094,3258,5,2,522
2094,2991,6,2,554
2097,6797,3,1,936
2097,3581,6,2,790
2098,6841,6,1,844
2098,6727,7,1,844
2100,3180,3,2,745
2100,7074,6,1,807
2100,6492,7,1,807
2101,6872,6,1,697
2101,6379,7,1,697
2101,6306,8,1,697
2102,6282,3,1,677
2102,6765,6,1,677
2102,6730,7,1,677
2103,6424,3,1,716
2103,2747,4,2,333
2103,6698,7,1,716
2104,6299,3,1,515
2104,6750,6,1,515
2104,6702,7,1,515
2105,6390,3,1,642
2105,6631,7,1,642
2105,6518,8,1,642
2106,6413,3,1,856
2106,6788,7,1,856
2106,6488,8,1,856
2107,6592,7,1,787
2107,6243,8,1,787
2108,6504,7,1,802
2108,6210,8,1,802
2110,6429,7,1,763
2110,6291,8,1,763
2110,6018,9,1,763
2111,6446,3,1,823
2111,6100,7,1,823
2112,6227,5,1,743
2113,6153,7,1,699
2113,5961,8,1,699
2114,6314,3,1,738
2114,5894,4,1,738
2115,6509,5,1,722
2116,6219,3,1,551
2117,6149,7,1,630
2118,6117,5,1,681
2119,5762,5,1,660
2119,5710,6,1,660
2120,5965,3,1,648
2121,6132,5,1,656
2124,3634,7,2,961
2125,5797,3,1,738
2125,5456,4,1,738
2125,3476,7,2,714
2128,5758,3,1,660
2128,3306,7,2,827
2128,3358,8,2,752
2129,5557,3,1,608
2129,3682,5,2,1050
2129,3551,8,2,1312
2129,3607,9,2,1016
2130,5759,3,1,586
2130,3790,5,2,1115
2130,3794,8,2,1093
2130,3752,9,2,1211
2130,3846,10,2,1106
2131,5608,3,1,534
2131,5234,4,1,534
2131,4161,7,2,1241
2131,3927,8,2,1155
2132,5313,4,1,557
2132,3789,7,2,1225
2132,3935,8,2,1087
2133,5774,3,1,411
2133,3962,6,2,1108
2133,3799,7,2,1239
2134,5793,3,1,415
2134,5483,4,1,415
2134,5343,7,1,415
2134,4070,8,2,1180
2134,4114,9,2,1117
2135,5797,3,1,449
2135,5388,4,1,449
2135,4209,7,2,1201
2136,5289,3,1,474
2136,4378,6,2,964
2136,4135,7,2,1161
2137,6043,3,1,523
2137,5523,4,1,523
2137,4235,5,2,1471
2137,4341,8,2,1185
2137,4285,9,2,1383
2138,5971,3,1,506
2138,4409,6,2,1263
2139,5924,3,1,527
2139,5423,4,1,527
2139,4552,7,2,1126
2139,4521,8,2,1219
2139,4979,9,2,1084
2140,5906,3,1,488
2140,4669,6,2,1267
2143,5699,3,1,487
2143,5332,6,2,1479
2143,5007,7,2,1407
2144,4956,5,2,1390
2144,5640,6,1,571
2145,5992,3,1,561
2145,5624,4,1,561
2145,5126,7,2,1212
2145,4714,8,2,1415
2146,6012,3,1,577
2146,5582,4,1,577
2146,4856,7,2,1294
2146,5162,8,2,1395
2148,5914,3,1,629
2148,5215,6,2,1290
2149,5629,5,1,604
2149,5445,6,2,1505
2149,5962,7,1,604
2150,5576,5,2,1612
2150,5226,6,2,1497
